frame_idx,timestamp_sec,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
0,0.0,0.4499467611312866,0.3021524250507355,-0.3729802370071411,0.9605641961097717,0.436604380607605,0.2849832773208618,-0.3437485098838806,0.9391878247261047,0.4353756606578827,0.28496748208999634,-0.34463053941726685,0.9312349557876587,0.43474501371383667,0.2848876118659973,-0.3445594012737274,0.9602709412574768,0.4278891384601593,0.2839682996273041,-0.4095187783241272,0.9663589000701904,0.41806134581565857,0.2827889621257782,-0.4102352261543274,0.9700630903244019,0.4071207344532013,0.2817530035972595,-0.41063371300697327,0.9820907711982727,0.38188302516937256,0.2848932147026062,-0.15244260430335999,0.9694703817367554,0.34897223114967346,0.2819346487522125,-0.44956260919570923,0.9681808948516846,0.433642715215683,0.3179317116737366,-0.28831517696380615,0.9827972650527954,0.4193168878555298,0.31821951270103455,-0.3789805769920349,0.9852803349494934,0.4236547648906708,0.3723939061164856,0.02801513485610485,0.9996022582054138,0.1889449805021286,0.383901447057724,-0.4714818298816681,0.9990999698638916,0.49345141649246216,0.4608427584171295,-0.15066562592983246,0.14073702692985535,0.31289732456207275,0.5066314935684204,-0.5220543742179871,0.9419993758201599,0.49497395753860474,0.39584463834762573,-0.6673572063446045,0.22034142911434174,0.4188593029975891,0.3848748207092285,-0.3924020826816559,0.9619559645652771,0.49869656562805176,0.36800986528396606,-0.7379217743873596,0.24569617211818695,0.46462181210517883,0.35893529653549194,-0.4387722909450531,0.9340841174125671,0.48446106910705566,0.35219159722328186,-0.7339032292366028,0.234600231051445,0.43662744760513306,0.34318023920059204,-0.4199517071247101,0.9262700080871582,0.47568416595458984,0.3628495931625366,-0.6781694889068604,0.18565966188907623,0.4269736409187317,0.3519195318222046,-0.38303330540657043,0.8525605201721191,0.3830956220626831,0.6117076277732849,0.14795099198818207,0.9999517202377319,0.23617315292358398,0.6246079206466675,-0.14849597215652466,0.9999536275863647,0.44592565298080444,0.7222041487693787,0.6001201868057251,0.2938404977321625,0.19363927841186523,0.7580886483192444,0.1726122796535492,0.7460312247276306,0.47610732913017273,0.8155736923217773,1.1093833446502686,0.6615923047065735,0.15793579816818237,0.8582955598831177,0.6579012870788574,0.8568293452262878,0.45087069272994995,0.8366795778274536,1.149375081062317,0.5609764456748962,0.1568121314048767,0.8645424246788025,0.7008256316184998,0.4711809456348419,0.5709487199783325,0.8642739057540894,0.9847447872161865,0.7285657525062561,0.15806956589221954,0.9356235265731812,0.5022791028022766,0.7875989675521851
1,0.06666666666666667,0.44192323088645935,0.30624061822891235,-0.5151288509368896,0.9580313563346863,0.42544645071029663,0.2862577438354492,-0.4796406030654907,0.9365972876548767,0.4244859516620636,0.28594881296157837,-0.480630099773407,0.9286776781082153,0.42426225543022156,0.28563475608825684,-0.4806309938430786,0.9584317803382874,0.41666215658187866,0.2857300341129303,-0.5498710870742798,0.9641807675361633,0.40771958231925964,0.28484323620796204,-0.5506185293197632,0.9680501818656921,0.3984875977039337,0.28420498967170715,-0.551133394241333,0.9806592464447021,0.3775656521320343,0.2864697575569153,-0.2419830560684204,0.9677308797836304,0.3420892059803009,0.2843581736087799,-0.5598708391189575,0.965134859085083,0.4286234378814697,0.32084429264068604,-0.41215312480926514,0.98112553358078,0.4142071604728699,0.32131078839302063,-0.50909024477005,0.9836242198944092,0.4211422801017761,0.37234777212142944,-0.03445560112595558,0.9995915293693542,0.1764495074748993,0.3853168189525604,-0.553626537322998,0.9990153908729553,0.4906454384326935,0.46281149983406067,-0.2563599646091461,0.14816966652870178,0.29400527477264404,0.5111895203590393,-0.7051487565040588,0.9349818229675293,0.48945555090904236,0.3958560526371002,-0.8643134832382202,0.23464693129062653,0.4022940397262573,0.38635316491127014,-0.734411895275116,0.9571676850318909,0.49308282136917114,0.36795300245285034,-0.9530802965164185,0.2583940029144287,0.44623544812202454,0.3620116412639618,-0.8123971223831177,0.9264793395996094,0.4781239330768585,0.35219234228134155,-0.9602382183074951,0.24748903512954712,0.42233648896217346,0.3452814221382141,-0.788886547088623,0.9181018471717834,0.46816951036453247,0.36285367608070374,-0.8819717168807983,0.19577628374099731,0.41384750604629517,0.35379746556282043,-0.7279361486434937,0.8388351798057556,0.38197726011276245,0.6157026290893555,0.150116428732872,0.9999476075172424,0.23149992525577545,0.6291714310646057,-0.15059392154216766,0.9999483227729797,0.4442160427570343,0.7221613526344299,0.6560187339782715,0.30203747749328613,0.19187308847904205,0.7584550380706787,0.18996937572956085,0.7440711259841919,0.47570836544036865,0.815565824508667,1.2086169719696045,0.6628034114837646,0.15824130177497864,0.8617426753044128,0.7244758009910583,0.8510020971298218,0.45093703269958496,0.8366877436637878,1.2502492666244507,0.5561092495918274,0.15797725319862366,0.8697311878204346,0.7704697251319885,0.4604147970676422,0.5732055902481079,0.8642823100090027,1.0552778244018555,0.7233908176422119,0.15782830119132996,0.935543417930603,0.5409063100814819,0.7757723927497864
2,0.13333333333333333,0.42815932631492615,0.3097461462020874,-0.5279380083084106,0.9581664800643921,0.4141501188278198,0.2877573072910309,-0.49308180809020996,0.9373415112495422,0.41392168402671814,0.28724405169487,-0.4940732419490814,0.9302226901054382,0.41439443826675415,0.28677794337272644,-0.49404579401016235,0.9590194821357727,0.4035378694534302,0.28770968317985535,-0.5642924904823303,0.9638614654541016,0.396122008562088,0.2872653603553772,-0.5650297999382019,0.9677828550338745,0.3883969187736511,0.28702494502067566,-0.5655194520950317,0.9801532626152039,0.3717903196811676,0.28905990719795227,-0.26067662239074707,0.9681268334388733,0.33380839228630066,0.2872912585735321,-0.5819229483604431,0.9643590450286865,0.418461412191391,0.3235541582107544,-0.42660290002822876,0.9805895686149597,0.40364712476730347,0.3245713412761688,-0.5244596004486084,0.9828622937202454,0.40970897674560547,0.3723086714744568,-0.05113919824361801,0.9995929598808289,0.16409873962402344,0.38873612880706787,-0.5792034268379211,0.9989227652549744,0.47790586948394775,0.46281275153160095,-0.2783234715461731,0.1612057089805603,0.2832830250263214,0.5147875547409058,-0.6658337712287903,0.9327971935272217,0.4844936430454254,0.40169936418533325,-0.901075005531311,0.26005321741104126,0.3871997594833374,0.39128419756889343,-0.5892099142074585,0.9536711573600769,0.49034014344215393,0.3714638352394104,-0.9900119304656982,0.2838340997695923,0.43267256021499634,0.3688714802265167,-0.6496981382369995,0.9207795858383179,0.4751100540161133,0.3569329082965851,-0.9975107312202454,0.2733253240585327,0.4087185263633728,0.3515699803829193,-0.628607451915741,0.9120094776153564,0.4635859727859497,0.36743226647377014,-0.9194396734237671,0.21900609135627747,0.40290310978889465,0.35949400067329407,-0.5807251930236816,0.8304465413093567,0.3776194155216217,0.6164675951004028,0.15331599116325378,0.9999440312385559,0.22730402648448944,0.630813717842102,-0.15374420583248138,0.9999427199363708,0.43721872568130493,0.7223190069198608,0.6676936745643616,0.3302024006843567,0.1898816078901291,0.7584612965583801,0.19282273948192596,0.756075382232666,0.47448593378067017,0.8155971169471741,1.2194947004318237,0.6805970668792725,0.1583465337753296,0.862248420715332,0.7319376468658447,0.8560287356376648,0.4509374797344208,0.8366947770118713,1.261812686920166,0.5697216987609863,0.1581331491470337,0.8707795739173889,0.7791048884391785,0.46904945373535156,0.5735548138618469,0.8641394376754761,1.077269434928894,0.7343212366104126,0.1582004576921463,0.9352328181266785,0.5634168982505798,0.7798430323600769
3,0.2,0.41579023003578186,0.31117093563079834,-0.5264636874198914,0.9594682455062866,0.4044291079044342,0.2889966666698456,-0.49107709527015686,0.9399007558822632,0.4047374129295349,0.28836631774902344,-0.49207961559295654,0.9333897829055786,0.40578728914260864,0.2877931296825409,-0.49207985401153564,0.9607424139976501,0.39302000403404236,0.2891245186328888,-0.5597325563430786,0.9647537469863892,0.3864371180534363,0.28866860270500183,-0.5604789853096008,0.9685037136077881,0.3783949017524719,0.2883307933807373,-0.5609667301177979,0.980360746383667,0.36530476808547974,0.29005905985832214,-0.2535130977630615,0.9693607687950134,0.3244604468345642,0.28794845938682556,-0.5640867352485657,0.9644556045532227,0.4053853154182434,0.3249400854110718,-0.42312026023864746,0.980613112449646,0.3916475474834442,0.3260660171508789,-0.517758846282959,0.9825682044029236,0.4004749655723572,0.3717639744281769,-0.04596194624900818,0.999603271484375,0.1556936800479889,0.3902832865715027,-0.5577429533004761,0.9988692402839661,0.46659499406814575,0.46293243765830994,-0.2620399296283722,0.17946888506412506,0.28273123502731323,0.5170812606811523,-0.6726154088973999,0.9300913214683533,0.47941815853118896,0.40146753191947937,-0.867498517036438,0.29516831040382385,0.3808121383190155,0.3926471173763275,-0.6588910222053528,0.9514895677566528,0.48895570635795593,0.3713366687297821,-0.9549580216407776,0.3178764879703522,0.4270118176937103,0.3705408275127411,-0.7280595898628235,0.9174322485923767,0.4733368456363678,0.3568684458732605,-0.9659548997879028,0.30770719051361084,0.40328091382980347,0.35305798053741455,-0.7071210741996765,0.9084388017654419,0.4597580134868622,0.3672257661819458,-0.8867911696434021,0.2507224380970001,0.39790189266204834,0.3607458472251892,-0.6526582837104797,0.8253827691078186,0.3721846342086792,0.6168391704559326,0.15323230624198914,0.9999431371688843,0.22269383072853088,0.6317616105079651,-0.15366818010807037,0.9999402165412903,0.4289957582950592,0.7237489223480225,0.6549644470214844,0.35747194290161133,0.18815556168556213,0.7578331232070923,0.19535166025161743,0.7668028473854065,0.47254398465156555,0.8156092762947083,1.1907798051834106,0.6956015229225159,0.1585872620344162,0.8623221516609192,0.720716118812561,0.8597188591957092,0.45079511404037476,0.8367278575897217,1.2319159507751465,0.5808509588241577,0.1584639996290207,0.8712654709815979,0.7663487195968628,0.47577571868896484,0.5737611055374146,0.8636274337768555,1.0539754629135132,0.7431215047836304,0.1586042046546936,0.9346483945846558,0.556551456451416,0.7821481227874756
4,0.26666666666666666,0.4125455319881439,0.3107946217060089,-0.5200202465057373,0.9588480591773987,0.39983806014060974,0.28900209069252014,-0.48384588956832886,0.9397087693214417,0.39982128143310547,0.2883518934249878,-0.48484793305397034,0.9336549639701843,0.40054383873939514,0.28777140378952026,-0.4848317801952362,0.9606152772903442,0.388854056596756,0.2892359495162964,-0.5549816489219666,0.964108407497406,0.3818973898887634,0.28882455825805664,-0.5557371973991394,0.9679481387138367,0.3741562068462372,0.2885238528251648,-0.556236207485199,0.9798120856285095,0.35891541838645935,0.29006433486938477,-0.248270645737648,0.9690622091293335,0.3192765414714813,0.2882557809352875,-0.5693768858909607,0.9633939266204834,0.4021362364292145,0.3247601389884949,-0.41775888204574585,0.9795660972595215,0.38880226016044617,0.3259373903274536,-0.515659511089325,0.9814271926879883,0.39638641476631165,0.3717363476753235,-0.04212742671370506,0.9995877146720886,0.1546303629875183,0.3907224237918854,-0.5732134580612183,0.9987592697143555,0.46425893902778625,0.46281513571739197,-0.26211822032928467,0.18563726544380188,0.2845545709133148,0.5164403915405273,-0.6736865043640137,0.9261385202407837,0.4734031856060028,0.3970303237438202,-0.8755962252616882,0.3086062967777252,0.38302257657051086,0.39255231618881226,-0.6209145784378052,0.9477965235710144,0.48383963108062744,0.3692106008529663,-0.9636193513870239,0.3321528434753418,0.42807331681251526,0.36971378326416016,-0.6874916553497314,0.9121812582015991,0.46802818775177,0.35515815019607544,-0.9734000563621521,0.32250329852104187,0.4042283892631531,0.3525852560997009,-0.6688334941864014,0.9030260443687439,0.45466744899749756,0.36419063806533813,-0.8949896693229675,0.2638762593269348,0.39767691493034363,0.36058473587036133,-0.6145545840263367,0.8178700804710388,0.3698185980319977,0.6181535124778748,0.1555696725845337,0.9999405741691589,0.22175636887550354,0.6331629157066345,-0.15598398447036743,0.9999364018440247,0.42458638548851013,0.7253323793411255,0.6833103895187378,0.37721139192581177,0.1867527812719345,0.7578648924827576,0.1938466876745224,0.775343120098114,0.4708966016769409,0.8158031702041626,1.2467386722564697,0.7083165645599365,0.15854352712631226,0.8632805943489075,0.7406379580497742,0.86308753490448,0.4500678479671478,0.836859405040741,1.2903454303741455,0.5896468162536621,0.1584601104259491,0.8723223805427551,0.7893230319023132,0.48233669996261597,0.5744189620018005,0.8632374405860901,1.108705759048462,0.7503427267074585,0.15872596204280853,0.9340817332267761,0.5770102143287659,0.7845025062561035
5,0.3333333333333333,0.41324037313461304,0.31048768758773804,-0.542765736579895,0.9581278562545776,0.399322509765625,0.2887411117553711,-0.5115699172019958,0.939441442489624,0.39917969703674316,0.2878655195236206,-0.5126006603240967,0.9341393709182739,0.3997422158718109,0.2870069742202759,-0.5125538110733032,0.9607805013656616,0.3889599144458771,0.2892015278339386,-0.5872323513031006,0.9632518291473389,0.3813455402851105,0.288719117641449,-0.5879932045936584,0.9671736359596252,0.3735535442829132,0.2883565127849579,-0.5884647369384766,0.9790585041046143,0.3567371368408203,0.2899548411369324,-0.2959320843219757,0.9692621827125549,0.319909930229187,0.28824761509895325,-0.6378169059753418,0.9623620510101318,0.4033909738063812,0.32457688450813293,-0.44656699895858765,0.978960394859314,0.3894992768764496,0.325705885887146,-0.5502482652664185,0.980495274066925,0.39310717582702637,0.3707345724105835,-0.09563032537698746,0.9995885491371155,0.15737316012382507,0.3906310796737671,-0.6426008343696594,0.9986401796340942,0.46539413928985596,0.4626055359840393,-0.32647842168807983,0.19109922647476196,0.31007543206214905,0.5151492953300476,-0.6547691822052002,0.917107105255127,0.46242472529411316,0.39248180389404297,-0.9432021975517273,0.3156844973564148,0.38768747448921204,0.3909399211406708,-0.45268484950065613,0.935482382774353,0.4783618748188019,0.36614176630973816,-1.031893253326416,0.34062328934669495,0.4340486228466034,0.36869528889656067,-0.4972645938396454,0.8961069583892822,0.4577372372150421,0.35184335708618164,-1.0363099575042725,0.3315100073814392,0.40441185235977173,0.351692259311676,-0.4855087399482727,0.886497437953949,0.44439399242401123,0.3596585988998413,-0.9606587886810303,0.2717883586883545,0.3996557295322418,0.35925957560539246,-0.4448798596858978,0.7968483567237854,0.3671693205833435,0.6186305284500122,0.1578364074230194,0.9999409317970276,0.22174645960330963,0.633836030960083,-0.15824778378009796,0.9999350905418396,0.4220932126045227,0.7264220118522644,0.6983462572097778,0.39402899146080017,0.18678778409957886,0.7578026056289673,0.21947091817855835,0.7791038751602173,0.4682053327560425,0.816137969493866,1.2542672157287598,0.7214179635047913,0.1585123986005783,0.8631974458694458,0.7999203205108643,0.8660905361175537,0.44803640246391296,0.8370822668075562,1.2981692552566528,0.6003038287162781,0.15841986238956451,0.8721490502357483,0.8519050478935242,0.4910013973712921,0.5747583508491516,0.8625549077987671,1.122066855430603,0.7597174644470215,0.15917974710464478,0.9333657026290894,0.6536985039710999,0.7880126237869263
6,0.4,0.41365838050842285,0.3099535405635834,-0.519327700138092,0.9562302827835083,0.4001459777355194,0.28813761472702026,-0.48388800024986267,0.9386007189750671,0.4012145400047302,0.28713467717170715,-0.48487070202827454,0.933693528175354,0.40210679173469543,0.28611209988594055,-0.4848553538322449,0.9605289101600647,0.3895576000213623,0.2883910834789276,-0.5559085607528687,0.9621275067329407,0.3815262019634247,0.28788378834724426,-0.5566652417182922,0.966111958026886,0.37487709522247314,0.2876262962818146,-0.5571233630180359,0.9784364700317383,0.35776519775390625,0.2883468568325043,-0.27444612979888916,0.9690260291099548,0.3204439878463745,0.2881229817867279,-0.63605797290802,0.9618813991546631,0.40519312024116516,0.324383944272995,-0.42003244161605835,0.9783669710159302,0.3903833329677582,0.3251957297325134,-0.5210660099983215,0.9796951413154602,0.3848777413368225,0.3728843331336975,-0.07116077840328217,0.9995826482772827,0.1753220111131668,0.3905002474784851,-0.6661437749862671,0.9986032247543335,0.45274618268013,0.46290236711502075,-0.2886199951171875,0.1794895976781845,0.34145674109458923,0.5140740275382996,-0.6423128247261047,0.9019003510475159,0.45641016960144043,0.38992568850517273,-0.8782801032066345,0.2996087670326233,0.4116916060447693,0.385772705078125,-0.31779566407203674,0.9149552583694458,0.4779420793056488,0.3633613884449005,-0.9629859924316406,0.3272637724876404,0.45122823119163513,0.36289650201797485,-0.3475200831890106,0.8709502816200256,0.45691192150115967,0.35017088055610657,-0.9657908082008362,0.31891772150993347,0.41590291261672974,0.3484254479408264,-0.3311697542667389,0.8603776693344116,0.4436832070350647,0.3573099374771118,-0.8942888379096985,0.261286199092865,0.40669819712638855,0.3554682731628418,-0.3051057755947113,0.7646239399909973,0.36681991815567017,0.6189479827880859,0.17147701978683472,0.9999411106109619,0.2241687774658203,0.6346295475959778,-0.1719246506690979,0.999934732913971,0.4212389290332794,0.7266721725463867,0.7350866794586182,0.38295429944992065,0.1872849464416504,0.7572028636932373,0.21469610929489136,0.7680345177650452,0.4671975374221802,0.8165177702903748,1.2993967533111572,0.7164877653121948,0.15849104523658752,0.8634071946144104,0.7888651490211487,0.8618251085281372,0.447726309299469,0.8376354575157166,1.3456151485443115,0.5986843705177307,0.15827275812625885,0.8729196190834045,0.8419177532196045,0.49057573080062866,0.5748130679130554,0.8623801469802856,1.194208025932312,0.7584163546562195,0.15996123850345612,0.9325731992721558,0.6610913276672363,0.7854982614517212
7,0.4666666666666667,0.4244484007358551,0.3072642683982849,-0.504703164100647,0.9520308971405029,0.4142491817474365,0.28708845376968384,-0.47250598669052124,0.9353299736976624,0.4127233028411865,0.28609222173690796,-0.47348788380622864,0.9309837818145752,0.41018906235694885,0.2849501371383667,-0.4734179377555847,0.9589072465896606,0.4092813730239868,0.2871667742729187,-0.5511103272438049,0.9592743515968323,0.4016474485397339,0.2864644527435303,-0.551880955696106,0.9635403752326965,0.3918655216693878,0.285840779542923,-0.5523270964622498,0.9768241047859192,0.3609602451324463,0.2864152789115906,-0.28906890749931335,0.9676762223243713,0.3331814408302307,0.28670603036880493,-0.6699671149253845,0.9600092768669128,0.4105392396450043,0.322279155254364,-0.41123101115226746,0.976887583732605,0.40201133489608765,0.3225696384906769,-0.5209863781929016,0.9779665470123291,0.3856128752231598,0.37214624881744385,-0.07399336993694305,0.9995664358139038,0.2006131112575531,0.3908248543739319,-0.7235627770423889,0.998545229434967,0.4443401098251343,0.4629919230937958,-0.2741180658340454,0.16531935334205627,0.3771759271621704,0.5116581916809082,-0.6540510058403015,0.8835129737854004,0.4590763449668884,0.38844606280326843,-0.861682116985321,0.27778205275535583,0.44598066806793213,0.3824887275695801,-0.2819535732269287,0.8849495649337769,0.4784754812717438,0.3615201413631439,-0.9422113299369812,0.3069314956665039,0.4695466458797455,0.3556647300720215,-0.3077743351459503,0.8372052907943726,0.4578459560871124,0.3499632477760315,-0.9483055472373962,0.2995658814907074,0.4366303086280823,0.34616056084632874,-0.29505178332328796,0.8260030150413513,0.4438192546367645,0.35750946402549744,-0.8798570036888123,0.24548497796058655,0.4290064573287964,0.35485899448394775,-0.2692466676235199,0.7248494625091553,0.36638984084129333,0.6188501715660095,0.1866036057472229,0.9999393820762634,0.2304477095603943,0.6344243288040161,-0.18707646429538727,0.9999319314956665,0.4214179813861847,0.7264592051506042,0.7779073119163513,0.35808926820755005,0.18957576155662537,0.7561007738113403,0.20087848603725433,0.747917890548706,0.4664156436920166,0.8165507912635803,1.3690729141235352,0.6946152448654175,0.1584639549255371,0.8634420037269592,0.7697004079818726,0.8523349761962891,0.4472469389438629,0.8377257585525513,1.4186186790466309,0.5854382514953613,0.1578974425792694,0.8731858730316162,0.821922242641449,0.4839150607585907,0.5749874114990234,0.8621664047241211,1.2879014015197754,0.7448877096176147,0.1605948507785797,0.9322157502174377,0.6490917205810547,0.7777036428451538
8,0.5333333333333333,0.4393793046474457,0.30648672580718994,-0.46922770142555237,0.9508957266807556,0.431068480014801,0.2869510054588318,-0.44644445180892944,0.935685396194458,0.4278055429458618,0.2859726846218109,-0.44752466678619385,0.931940495967865,0.4246182143688202,0.2848392724990845,-0.4472886025905609,0.9590670466423035,0.4282565712928772,0.2870263457298279,-0.5228724479675293,0.958052933216095,0.42267125844955444,0.28633666038513184,-0.5236703753471375,0.9629145860671997,0.41624853014945984,0.2856587767601013,-0.5241497755050659,0.9764891266822815,0.37891969084739685,0.2859983742237091,-0.27531102299690247,0.9676993489265442,0.3576214015483856,0.28608331084251404,-0.6305925846099854,0.9597440958023071,0.42350202798843384,0.3216544985771179,-0.3930913805961609,0.9753581881523132,0.41946446895599365,0.3217606842517853,-0.4981216490268707,0.9757406711578369,0.38432905077934265,0.3717304468154907,-0.07159962505102158,0.9995624423027039,0.22510576248168945,0.39076459407806396,-0.6636854410171509,0.9985960125923157,0.3925328552722931,0.48340603709220886,-0.14004018902778625,0.15063899755477905,0.3960103988647461,0.5104498863220215,-0.5585287809371948,0.8907405138015747,0.38426584005355835,0.5583567023277283,-0.5629918575286865,0.2514079213142395,0.4737436771392822,0.3826643228530884,-0.16517114639282227,0.8920882344245911,0.392685204744339,0.6012945175170898,-0.614055871963501,0.27859169244766235,0.49511757493019104,0.356010377407074,-0.19085830450057983,0.8455490469932556,0.3862532675266266,0.581725537776947,-0.6478059887886047,0.2719639539718628,0.46933382749557495,0.34654203057289124,-0.17428363859653473,0.8347448706626892,0.38579127192497253,0.5777581334114075,-0.5855838060379028,0.22317710518836975,0.4618678689002991,0.35501548647880554,-0.15010103583335876,0.7362844944000244,0.3697100877761841,0.6187753081321716,0.18487274646759033,0.9999416470527649,0.23934990167617798,0.6342618465423584,-0.1855165809392929,0.9999352693557739,0.4235464930534363,0.7262786626815796,0.7388578653335571,0.3589582145214081,0.19356240332126617,0.7558152675628662,0.2490081638097763,0.7591283321380615,0.4662367105484009,0.816715657711029,1.3036181926727295,0.6998332142829895,0.1583666205406189,0.8634658455848694,0.8304880261421204,0.8577207326889038,0.44698089361190796,0.8379029631614685,1.3497976064682007,0.5898624658584595,0.15695025026798248,0.8733626008033752,0.8868427276611328,0.49479854106903076,0.5750161409378052,0.8619136214256287,1.2239668369293213,0.7487057447433472,0.1610335111618042,0.9319196939468384,0.7491857409477234,0.7839686870574951
9,0.6,0.45886772871017456,0.3049940764904022,-0.4375874698162079,0.9435774087905884,0.44962945580482483,0.28596732020378113,-0.4172684848308563,0.9293630719184875,0.4449419677257538,0.28507593274116516,-0.41835853457450867,0.9263608455657959,0.43978574872016907,0.2839176654815674,-0.4181031584739685,0.9549353718757629,0.4487408399581909,0.28601235151290894,-0.49242621660232544,0.951013445854187,0.44293656945228577,0.28538984060287476,-0.49322691559791565,0.9574851989746094,0.4360298216342926,0.2846375107765198,-0.49373430013656616,0.9732826948165894,0.39698198437690735,0.28523847460746765,-0.26853230595588684,0.963814377784729,0.381458044052124,0.28573843836784363,-0.6183018684387207,0.9549265503883362,0.44267141819000244,0.32075992226600647,-0.3680773675441742,0.9703295826911926,0.4398018419742584,0.32077744603157043,-0.4704435169696808,0.9698318243026733,0.38595640659332275,0.37261587381362915,-0.0687611773610115,0.9995388388633728,0.24782900512218475,0.3904547095298767,-0.649824321269989,0.9986286163330078,0.386567622423172,0.49230924248695374,-0.12399954348802567,0.13671298325061798,0.40930068492889404,0.5101642608642578,-0.5437129139900208,0.8962708711624146,0.3793599605560303,0.5715427398681641,-0.541126012802124,0.2271278351545334,0.4933246672153473,0.3829433023929596,-0.15434442460536957,0.8970825672149658,0.38589540123939514,0.6147305369377136,-0.5906233191490173,0.25226566195487976,0.5141276717185974,0.35629957914352417,-0.18102902173995972,0.850862443447113,0.3804515302181244,0.5966195464134216,-0.6257122159004211,0.24630944430828094,0.48971235752105713,0.3480478525161743,-0.16517457365989685,0.8403494358062744,0.3801427185535431,0.5862399339675903,-0.5642043948173523,0.2023419737815857,0.4824630618095398,0.3564453423023224,-0.1398622691631317,0.7429720163345337,0.37365204095840454,0.6186612248420715,0.18308021128177643,0.999943196773529,0.2455492615699768,0.6339082717895508,-0.18362750113010406,0.9999380707740784,0.42750558257102966,0.7258578538894653,0.731254518032074,0.3465166389942169,0.19839969277381897,0.755599319934845,0.23912617564201355,0.7640228271484375,0.4663066864013672,0.8168262243270874,1.292346715927124,0.6950896382331848,0.15841996669769287,0.8633154630661011,0.8105213642120361,0.8600038886070251,0.44702786207199097,0.8379215002059937,1.3391109704971313,0.5855712294578552,0.1569097936153412,0.8732807636260986,0.8658967018127441,0.4991561770439148,0.5751584768295288,0.8616360425949097,1.2294200658798218,0.7441065311431885,0.16173772513866425,0.9310867786407471,0.7263071537017822,0.785883367061615
