left_elbow_angle_mean,left_elbow_angle_max,left_elbow_angle_min,left_elbow_angle_std,right_elbow_angle_mean,right_elbow_angle_max,right_elbow_angle_min,right_elbow_angle_std,left_wrist_shoulder_dist_mean,left_wrist_shoulder_dist_max,left_wrist_shoulder_dist_min,left_wrist_shoulder_dist_std,left_wrist_hip_dist_mean,left_wrist_hip_dist_max,left_wrist_hip_dist_min,left_wrist_hip_dist_std,left_wrist_velocity_mean,left_wrist_velocity_max,left_wrist_velocity_min,left_wrist_velocity_std,window_start_frame,window_end_frame,window_start_time,window_end_time,label,source_file
76.7730049275358,93.66442865612467,71.20055361344528,6.639904433590541,,,,,0.1455437510961709,0.19146210536902608,0.12989271304521405,0.017590246028290093,0.24397941373541618,0.26097969231710544,0.23858460916152743,0.006376418138458331,0.0058639970487621,0.029303206276407562,0.0,0.008674280548689378,0,14,0.0,0.9333333333333332,1,jab_01aeaedb-a470-419e-8fb0-9d310e23cd04_landmarks.csv
104.73728880051925,173.18526422906766,71.20055361344528,42.76541218139736,,,,,0.22250960223524008,0.45568674620898086,0.12989271304521405,0.12815605440515182,0.3435465576954911,0.6457400769559616,0.23858460916152743,0.16239436053388848,0.030195777672243723,0.18210682577119863,0.0005207724944784331,0.05060099869120607,5,19,0.3333333333333333,1.2666666666666666,1,jab_01aeaedb-a470-419e-8fb0-9d310e23cd04_landmarks.csv
108.15384388551496,173.18526422906766,55.51910415579384,41.7170744123252,,,,,0.22915712808850977,0.45568674620898086,0.0952503437658583,0.12563131856167056,0.36482098329128426,0.6457400769559616,0.23874556080338016,0.15321456631712313,0.05009243915095115,0.18210682577119863,0.0005375050349265831,0.0563776307279888,10,24,0.6666666666666666,1.6,1,jab_01aeaedb-a470-419e-8fb0-9d310e23cd04_landmarks.csv
23.943033204881207,32.94772797197775,16.007488911032286,6.472206940987704,,,,,0.0663095062052062,0.09113506888660061,0.04478032688499689,0.019014255647018287,0.2290521993100992,0.24061610254114604,0.20228089103642827,0.009711974543079729,0.0044765649165473395,0.015672805089083523,0.0,0.004734574508948426,0,14,0.0,0.9333333333333332,1,jab_024913a8-9913-46ae-a27d-739973ada1ec_landmarks.csv
42.0351611199214,121.44507559504557,17.7924642879207,31.76545167037405,,,,,0.08242701303188,0.11929753613314519,0.04772554702794295,0.017962226105238926,0.2377083241176641,0.2833866171430637,0.19519622455979524,0.02420323815761151,0.00855671711345008,0.030766906336900768,0.0016547857789790954,0.007503670697284801,5,19,0.3333333333333333,1.2666666666666666,1,jab_024913a8-9913-46ae-a27d-739973ada1ec_landmarks.csv
44.41631210916474,121.44507559504557,20.629245878406355,30.52022056030234,,,,,0.0897454202861583,0.11929753613314519,0.0680826215138971,0.013887851470537418,0.23919668922601256,0.2833866171430637,0.19519622455979524,0.025926750063100367,0.008137376855401009,0.030766906336900768,0.0016547857789790954,0.007096593087851662,10,24,0.6666666666666666,1.6,1,jab_024913a8-9913-46ae-a27d-739973ada1ec_landmarks.csv
42.53337936414604,121.44507559504557,14.327333001453257,31.819814220152914,,,,,0.0827094555230583,0.11929753613314519,0.03581970573348629,0.022460755606326547,0.23592687122677644,0.2833866171430637,0.19519622455979524,0.025907979417306614,0.009806800127545512,0.030766906336900768,0.0008580491330048984,0.007630130168072636,15,29,1.0,1.9333333333333331,1,jab_024913a8-9913-46ae-a27d-739973ada1ec_landmarks.csv
,,,,79.8162570226505,84.16281074382921,75.33688888325534,2.744823737728686,,,,,,,,,0.0,0.0,0.0,0.0,0,14,0.0,0.9333333333333332,1,jab_03731b3c-9547-45fa-99de-5ad95939b332_landmarks.csv
,,,,78.73140036683212,84.16281074382921,75.33688888325534,2.5980472261765972,,,,,,,,,0.0,0.0,0.0,0.0,5,19,0.3333333333333333,1.2666666666666666,1,jab_03731b3c-9547-45fa-99de-5ad95939b332_landmarks.csv
,,,,76.29451599437051,84.16281074382921,69.88817583426584,4.00703525570231,,,,,,,,,0.0,0.0,0.0,0.0,10,24,0.6666666666666666,1.6,1,jab_03731b3c-9547-45fa-99de-5ad95939b332_landmarks.csv
